Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
land-rover,defender,2023,774791,12096,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2023 land-rover defender with Rear camera, Adaptive cruise control. Condition: Engine repaired."
ford,f-series-pickup,2023,179453,260424,Pick Up Truck,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 ford f-series-pickup with Leather seats, Bluetooth, Navigation system. Condition: Accident history."
benz,e-class,2023,79879,161536,Wagon,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz e-class with Leather seats, Sunroof, Rear camera, Navigation system. Condition: Repainted bumper."
ford,explorer,2020,61792,148545,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford explorer with Navigation system, Bluetooth, Leather seats. Condition: Dented door."
nissan,patrol,2021,392274,140898,SUV,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2021 nissan patrol with Leather seats, Navigation system. Condition: No damage."
benz,cls-class,2020,92842,69012,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz cls-class with Sunroof, Rear camera, Bluetooth. Condition: Repainted bumper."
nissan,patrol,2020,413000,61876,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan patrol with Sunroof, Adaptive cruise control, Leather seats. Condition: Engine repaired."
nissan,altima,2024,7183,293041,Sedan,4,Automatic Transmission,Gasoline,Black, Ajman,"2024 nissan altima with Sunroof, Rear camera. Condition: Engine repaired."
benz,cla,2021,112095,221686,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz cla with Navigation system, Adaptive cruise control. Condition: Repainted bumper."
bmw,x4,2024,310983,150383,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2024 bmw x4 with Leather seats, Sunroof, Adaptive cruise control, Navigation system. Condition: Minor scratches."
bmw,x7,2020,467388,124403,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 bmw x7 with Bluetooth, Sunroof, Adaptive cruise control, Leather seats. Condition: Dented door."
land-rover,range-rover-evoque,2024,65097,256578,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 land-rover range-rover-evoque with Bluetooth, Sunroof, Rear camera. Condition: Dented door."
ford,mustang,2024,119378,204675,Soft Top Convertible,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 ford mustang with Rear camera, Sunroof, Bluetooth, Leather seats. Condition: No damage."
benz,m-class,2023,35431,271627,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz m-class with Navigation system, Sunroof. Condition: Accident history."
toyota,land-cruiser,2024,229344,194879,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota land-cruiser with Bluetooth, Leather seats. Condition: Minor scratches."
benz,c-class,2022,185251,62748,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz c-class with Navigation system, Rear camera, Bluetooth. Condition: Repainted bumper."
ford,ecosport,2020,28606,105634,SUV,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 ford ecosport with Navigation system, Bluetooth. Condition: Dented door."
bmw,5-series,2022,39695,223366,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 5-series with Navigation system, Adaptive cruise control. Condition: No damage."
nissan,patrol,2023,56189,75978,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2023 nissan patrol with Sunroof, Navigation system, Bluetooth. Condition: Accident history."
benz,s-class,2020,301956,38572,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz s-class with Adaptive cruise control, Rear camera, Leather seats. Condition: Repainted bumper."
bmw,x5,2022,48699,240183,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 bmw x5 with Adaptive cruise control, Sunroof. Condition: Repainted bumper."
benz,g-class,2024,287237,177274,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz g-class with Sunroof, Navigation system, Rear camera. Condition: Accident history."
bmw,x6,2023,132719,26524,SUV,8,Automatic Transmission,Gasoline,Gold, Sharjah,"2023 bmw x6 with Bluetooth, Adaptive cruise control, Sunroof, Rear camera. Condition: Dented door."
toyota,hilux,2024,197221,154944,Pick Up Truck,4,Automatic Transmission,Diesel,Silver, Dubai,"2024 toyota hilux with Sunroof, Rear camera, Leather seats, Navigation system. Condition: Minor scratches."
bmw,3-series,2023,225103,205185,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2023 bmw 3-series with Rear camera, Bluetooth. Condition: Accident history."
toyota,fj-cruiser,2021,133378,276862,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 toyota fj-cruiser with Rear camera, Bluetooth, Sunroof, Navigation system. Condition: Minor scratches."
porsche,boxster,2022,184791,121339,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2022 porsche boxster with Leather seats, Bluetooth. Condition: Engine repaired."
toyota,prado,2023,136655,283187,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota prado with Navigation system, Adaptive cruise control, Leather seats. Condition: No damage."
nissan,patrol,2021,92072,167151,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2021 nissan patrol with Adaptive cruise control, Bluetooth, Sunroof, Leather seats. Condition: Repainted bumper."
porsche,panamera,2021,71924,233446,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 porsche panamera with Rear camera, Adaptive cruise control. Condition: No damage."
benz,s-class,2023,180543,70096,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz s-class with Rear camera, Leather seats, Bluetooth. Condition: Accident history."
nissan,altima,2020,64592,276500,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 nissan altima with Rear camera, Bluetooth, Navigation system, Sunroof. Condition: Repainted bumper."
bmw,4-series,2024,97214,46325,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 bmw 4-series with Leather seats, Rear camera, Sunroof. Condition: Repainted bumper."
benz,c-class,2023,97707,219304,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2023 mercedes-benz c-class with Leather seats, Sunroof. Condition: Repainted bumper."
benz,gls-class,2022,1578000,41366,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2022 mercedes-benz gls-class with Sunroof, Adaptive cruise control, Leather seats. Condition: Accident history."
benz,g-class,2020,1738639,279437,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 mercedes-benz g-class with Bluetooth, Adaptive cruise control, Rear camera. Condition: Minor scratches."
land-rover,range-rover,2023,243875,166038,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2023 land-rover range-rover with Navigation system, Leather seats. Condition: Minor scratches."
benz,gle-coupe,2023,209447,104248,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 mercedes-benz gle-coupe with Sunroof, Bluetooth. Condition: Minor scratches."
nissan,patrol,2021,94973,34170,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan patrol with Navigation system, Sunroof. Condition: Engine repaired."
benz,s-class,2021,194352,288163,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz s-class with Bluetooth, Sunroof, Rear camera, Navigation system. Condition: Dented door."
benz,gls-class,2021,618985,75897,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz gls-class with Bluetooth, Sunroof, Rear camera. Condition: Repainted bumper."
benz,s-class,2022,201506,63389,Sedan,8,Automatic Transmission,Gasoline,White, Ajman,"2022 mercedes-benz s-class with Adaptive cruise control, Rear camera. Condition: Accident history."
nissan,maxima,2021,57033,129683,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 nissan maxima with Leather seats, Adaptive cruise control, Navigation system. Condition: No damage."
ford,mustang,2021,47971,195531,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2021 ford mustang with Navigation system, Leather seats, Adaptive cruise control, Bluetooth. Condition: Dented door."
nissan,patrol,2023,62142,190300,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan patrol with Sunroof, Bluetooth. Condition: Accident history."
benz,s-class,2023,726516,130267,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2023 mercedes-benz s-class with Leather seats, Adaptive cruise control. Condition: Accident history."
toyota,tundra,2022,85986,240027,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah,"2022 toyota tundra with Navigation system, Rear camera, Sunroof, Leather seats. Condition: Accident history."
nissan,armada,2022,69591,260766,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan armada with Bluetooth, Adaptive cruise control, Rear camera, Leather seats. Condition: Accident history."
nissan,pathfinder,2020,63102,159058,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 nissan pathfinder with Adaptive cruise control, Navigation system. Condition: Engine repaired."
bmw,5-series,2022,149545,50623,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 bmw 5-series with Sunroof, Leather seats. Condition: No damage."
benz,gt,2024,309902,133409,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz gt with Sunroof, Bluetooth, Rear camera, Leather seats. Condition: Engine repaired."
ford,ecosport,2024,18757,50629,SUV,4,Automatic Transmission,Gasoline,Yellow, Dubai,"2024 ford ecosport with Navigation system, Leather seats, Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
porsche,cayenne,2022,168702,83790,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 porsche cayenne with Leather seats, Adaptive cruise control. Condition: No damage."
benz,gl-class,2023,36134,256533,Other,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz gl-class with Navigation system, Sunroof. Condition: Engine repaired."
porsche,panamera,2022,77053,145164,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2022 porsche panamera with Sunroof, Leather seats, Navigation system. Condition: Dented door."
nissan,sentra,2024,40195,252277,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan sentra with Navigation system, Rear camera. Condition: Repainted bumper."
benz,g-class,2023,983736,274091,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz g-class with Navigation system, Rear camera, Leather seats. Condition: Repainted bumper."
porsche,cayenne,2022,506879,168726,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 porsche cayenne with Navigation system, Adaptive cruise control, Sunroof, Bluetooth. Condition: Accident history."
benz,e-class,2020,177001,171778,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz e-class with Sunroof, Leather seats. Condition: No damage."
bmw,4-series,2023,142247,199036,Hard Top Convertible,4,Automatic Transmission,Gasoline,Blue, Dubai,"2023 bmw 4-series with Sunroof, Rear camera, Bluetooth, Adaptive cruise control. Condition: No damage."
benz,gle-class,2024,345854,210050,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz gle-class with Adaptive cruise control, Navigation system, Leather seats. Condition: No damage."
benz,s-class,2021,101729,265673,Sedan,8,Automatic Transmission,Gasoline,Brown, Dubai,"2021 mercedes-benz s-class with Adaptive cruise control, Rear camera, Bluetooth, Sunroof. Condition: Engine repaired."
bmw,x5,2024,80758,166593,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 bmw x5 with Sunroof, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
toyota,hilux,2024,80744,245964,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 toyota hilux with Rear camera, Sunroof, Bluetooth, Leather seats. Condition: Repainted bumper."
nissan,navara,2021,116454,28986,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan navara with Adaptive cruise control, Navigation system, Rear camera, Leather seats. Condition: Minor scratches."
benz,e-class,2021,399742,178711,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz e-class with Adaptive cruise control, Bluetooth, Sunroof, Rear camera. Condition: Accident history."
nissan,x-trail,2024,19075,157001,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2024 nissan x-trail with Sunroof, Navigation system, Leather seats. Condition: No damage."
bmw,3-series,2024,58822,113869,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2024 bmw 3-series with Navigation system, Sunroof, Bluetooth. Condition: No damage."
toyota,corolla,2023,44454,243915,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2023 toyota corolla with Leather seats, Adaptive cruise control. Condition: Engine repaired."
bmw,z4,2023,77750,111229,Hard Top Convertible,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 bmw z4 with Sunroof, Leather seats. Condition: Dented door."
bmw,x7,2022,446007,94250,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw x7 with Navigation system, Adaptive cruise control. Condition: Minor scratches."
benz,g-class,2021,764754,175852,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz g-class with Rear camera, Navigation system, Leather seats, Bluetooth. Condition: Minor scratches."
benz,g-class,2023,845112,172422,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz g-class with Navigation system, Rear camera, Sunroof. Condition: Dented door."
bmw,8-series,2022,396256,270782,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2022 bmw 8-series with Sunroof, Navigation system. Condition: Dented door."
toyota,land-cruiser,2023,124006,283931,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2023 toyota land-cruiser with Navigation system, Bluetooth. Condition: No damage."
land-rover,range-rover-sport,2021,54751,83891,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover-sport with Leather seats, Bluetooth. Condition: No damage."
benz,s-class,2024,142442,152295,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz s-class with Leather seats, Rear camera, Sunroof, Bluetooth. Condition: Minor scratches."
benz,cla,2022,67509,298193,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz cla with Rear camera, Sunroof, Adaptive cruise control. Condition: Minor scratches."
land-rover,range-rover,2024,28038,152718,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2024 land-rover range-rover with Adaptive cruise control, Leather seats, Navigation system. Condition: Repainted bumper."
benz,s-class,2022,172331,152661,Sedan,6,Automatic Transmission,Gasoline,White, Ajman,"2022 mercedes-benz s-class with Sunroof, Navigation system. Condition: Repainted bumper."
benz,gle-coupe,2020,297571,15680,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2020 mercedes-benz gle-coupe with Sunroof, Bluetooth, Leather seats, Adaptive cruise control. Condition: Dented door."
toyota,fj-cruiser,2021,93570,180692,SUV,6,Automatic Transmission,Gasoline,Green, Dubai,"2021 toyota fj-cruiser with Adaptive cruise control, Sunroof, Leather seats, Navigation system. Condition: No damage."
benz,e-class,2023,329714,260192,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz e-class with Adaptive cruise control, Rear camera, Bluetooth. Condition: Accident history."
land-rover,range-rover-sport,2021,44000,26791,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2021 land-rover range-rover-sport with Bluetooth, Sunroof. Condition: Minor scratches."
ford,mustang,2021,143119,163787,Coupe,8,Automatic Transmission,Gasoline,Green, Sharjah,"2021 ford mustang with Sunroof, Rear camera. Condition: Repainted bumper."
benz,g-class,2023,924200,246822,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz g-class with Sunroof, Adaptive cruise control, Rear camera. Condition: Accident history."
nissan,xterra,2020,16137,97049,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 nissan xterra with Leather seats, Navigation system, Adaptive cruise control. Condition: Engine repaired."
porsche,panamera,2024,74843,278502,Sedan,8,Automatic Transmission,Gasoline,Black, Sharjah,"2024 porsche panamera with Rear camera, Leather seats, Bluetooth. Condition: Dented door."
benz,s-class,2023,268661,225060,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz s-class with Leather seats, Rear camera, Sunroof. Condition: Dented door."
